id,title,kind_id,production_year,Rating,Action,Adult,Adventure,Animation,Biography,Comedy,Commercial,Crime,Documentary,Drama,Erotica,Experimental,Family,Fantasy,Film-Noir,Game-Show,Hardcore,History,Horror,Lifestyle,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sex,Short,Sport,Talk-Show,Thriller,War,Western,Budget,currency,votes,RatingN,votesN,gsgross,gs_currency,gs_country
3790657,The Shawshank Redemption,1,1994,9.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,$,1715462,9.3,1715462,-1,-1,-1
3715851,The Dark Knight,1,2008,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185000000,$,1701865,9,1701865,-1,-1,-1
3182606,Inception,1,2010,8.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,160000000,$,1492434,8.8,1492434,-1,-1,-1
3048945,Fight Club,1,1999,8.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000000,$,1369010,8.8,1369010,-1,-1,-1
3518624,Pulp Fiction,1,1994,8.9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,$,1344044,8.9,1344044,35615000,$,USA
3063965,Forrest Gump,1,1994,8.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000,$,1273570,8.8,1273570,156000000,$,USA
3756167,The Lord of the Rings: The Fellowship of the Ring,1,2001,8.8,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93000000,$,1255524,8.8,1255524,150000000,$,USA
3756167,The Lord of the Rings: The Fellowship of the Ring,1,2001,8.8,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93000000,$,1255524,8.8,1255524,500000000,$,Worldwide
3762164,The Matrix,1,1999,8.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63000000,$,1235619,8.7,1235619,102720000,$,USA
3762164,The Matrix,1,1999,8.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63000000,$,1235619,8.7,1235619,57410000,$,USA
3756170,The Lord of the Rings: The Return of the King,1,2003,8.9,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000000,$,1232794,8.9,1232794,-1,-1,-1
3734239,The Godfather,1,1972,9.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,$,1172519,9.2,1172519,86691000,$,USA
3734239,The Godfather,1,1972,9.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,$,1172519,9.2,1172519,81500000,$,USA
3734239,The Godfather,1,1972,9.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,$,1172519,9.2,1172519,4200000,$,USA
3734239,The Godfather,1,1972,9.2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,$,1172519,9.2,1172519,156736000,$,Worldwide
3715863,The Dark Knight Rises,1,2012,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250000000,$,1162000,8.5,1162000,-1,-1,-1
3756173,The Lord of the Rings: The Two Towers,1,2002,8.7,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000000,$,1116250,8.7,1116250,-1,-1,-1
3584757,Se7en,1,1995,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33000000,$,1040805,8.6,1040805,43100000,$,USA
3695603,The Avengers,1,2012,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,220000000,$,1010323,8.1,1010323,-1,-1,-1
3093229,Gladiator,1,2000,8.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103000000,$,997445,8.5,997445,-1,-1,-1
2805709,Batman Begins,1,2005,8.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000,$,996380,8.3,996380,-1,-1,-1
2975564,Django Unchained,1,2012,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100000000,$,973012,8.5,973012,-1,-1,-1
3189684,Interstellar,1,2014,8.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165000000,$,953474,8.6,953474,-1,-1,-1
3644618,Star Wars,1,1977,8.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11000000,$,923950,8.7,923950,270918000,$,USA
3644618,Star Wars,1,1977,8.7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11000000,$,923950,8.7,923950,779900000,$,Worldwide
3791667,The Silence of the Lambs,1,1991,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19000000,$,902371,8.6,902371,59883000,$,USA
3791667,The Silence of the Lambs,1,1991,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19000000,$,902371,8.6,902371,6613000,UKP,UK
3185064,Inglourious Basterds,1,2009,8.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75000000,$,900631,8.3,900631,-1,-1,-1
2789899,Avatar,1,2009,7.9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237000000,$,896531,7.9,896531,-1,-1,-1
3578441,Saving Private Ryan,1,1998,8.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70000000,$,895691,8.6,895691,89619599,$,USA
3717857,The Departed,1,2006,8.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90000000,$,887234,8.5,887234,-1,-1,-1
3580883,Schindler's List,1,1993,8.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,$,878427,8.9,878427,44364000,$,USA
3360747,Memento,1,2000,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9000000,$,858745,8.5,858745,-1,-1,-1
3777991,The Prestige,1,2006,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,40000000,$,858540,8.5,858540,-1,-1,-1
3644735,Star Wars: Episode V - The Empire Strikes Back,1,1980,8.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,$,850839,8.8,850839,173814000,$,USA
3644735,Star Wars: Episode V - The Empire Strikes Back,1,1980,8.8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,$,850839,8.8,850839,577200000,$,Worldwide
2756565,American Beauty,1,1999,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15000000,$,833921,8.4,833921,211000000,$,Worldwide
3492799,Pirates of the Caribbean: The Curse of the Black Pearl,1,2003,8.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000000,$,820588,8.1,820588,-1,-1,-1
3827973,Titanic,1,1997,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200000000,$,803559,7.7,803559,324425520,$,USA
3827973,Titanic,1,1997,7.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200000000,$,803559,7.7,803559,900000000,$,Worldwide
3734272,The Godfather: Part II,1,1974,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000000,$,803386,9,803386,30673000,$,USA
3875619,V for Vendetta,1,2005,8.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54000000,$,803179,8.2,803179,-1,-1,-1
3608696,Shutter Island,1,2010,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,80000000,$,800724,8.1,800724,-1,-1,-1
3812564,The Wolf of Wall Street,1,2013,8.2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000,$,799431,8.2,799431,-1,-1,-1
3736972,The Green Mile,1,1999,8.5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60000000,$,798425,8.5,798425,-1,-1,-1
2757107,American History X,1,1998,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,$,793883,8.6,793883,-1,-1,-1
3685182,Termi-1tor 2: Judgment Day,1,1991,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,102000000,$,755260,8.5,755260,112500000,$,USA
3685182,Termi-1tor 2: Judgment Day,1,1991,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,102000000,$,755260,8.5,755260,8948000,UKP,UK
3806469,The Usual Suspects,1,1995,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6000000,$,751883,8.6,751883,-1,-1,-1
2846921,Braveheart,1,1995,8.4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72000000,$,746986,8.4,746986,34677000,$,USA
3234668,Kill Bill: Vol. 1,1,2003,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30000000,$,746456,8.1,746456,-1,-1,-1
2795198,Back to the Future,1,1985,8.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19000000,$,744516,8.5,744516,105496000,$,USA
3100310,Goodfellas,1,1990,8.7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,$,739874,8.7,739874,20500000,$,USA
3331827,Léon,1,1994,8.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,115000000,FRF,737802,8.6,737802,-1,-1,-1
3897056,WALL·E,1,2008,8.4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,180000000,$,730965,8.4,730965,-1,-1,-1
3792489,The Sixth Sense,1,1999,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40000000,$,713925,8.1,713925,-1,-1,-1
3742606,The Hunger Games,1,2012,7.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,78000000,$,709237,7.3,709237,-1,-1,-1
3051638,Finding Nemo,1,2003,8.2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94000000,$,705086,8.2,705086,-1,-1,-1
3192947,Iron Man,1,2008,7.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140000000,$,705079,7.9,705079,-1,-1,-1
3107841,Guardians of the Galaxy,1,2014,8.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170000000,$,699162,8.1,699162,-1,-1,-1
3644736,Star Wars: Episode VI - Return of the Jedi,1,1983,8.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32500000,$,693301,8.4,693301,191648000,$,USA
3451230,One Flew Over the Cuckoo's Nest,1,1975,8.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000,$,689333,8.7,689333,59940000,$,USA
3803959,The Truman Show,1,1998,8.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60000000,$,679492,8.1,679492,56521344,$,USA
3028036,Eter-1l Sunshine of the Spotless Mind,1,2004,8.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20000000,$,677711,8.3,677711,-1,-1,-1
3872498,Up,1,2009,8.3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000000,$,677623,8.3,677623,-1,-1,-1
3543770,Reservoir Dogs,1,1992,8.4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1200000,$,674864,8.4,674864,-1,-1,-1
3528947,Raiders of the Lost Ark,1,1981,8.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,$,669864,8.5,669864,115599000,$,USA
3528947,Raiders of the Lost Ark,1,1981,8.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,$,669864,8.5,669864,399200000,$,Worldwide
3613451,Sin City,1,2005,8.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40000000,$,663264,8.1,663264,-1,-1,-1
3754232,The Lion King,1,1994,8.5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45000000,$,656312,8.5,656312,173057000,$,USA
3754232,The Lion King,1,1994,8.5,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45000000,$,656312,8.5,656312,531722000,$,Worldwide
3621407,Slumdog Millio-1ire,1,2008,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,$,648998,8,648998,-1,-1,-1
3740719,The Hobbit: An Unexpected Journey,1,2012,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000000,$,644299,7.9,644299,-1,-1,-1
3838474,Toy Story,1,1995,8.3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,$,634196,8.3,634196,103200000,$,USA
3218052,Jurassic Park,1,1993,8.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,63000000,$,624251,8.1,624251,212953000,$,USA
3424004,No Country for Old Men,1,2007,8.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25000000,$,623046,8.1,623046,-1,-1,-1
2705305,A Beautiful Mind,1,2001,8.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000000,$,621414,8.2,621414,-1,-1,-1
3790954,The Shining,1,1980,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000,$,620303,8.4,620303,30900000,$,USA
3099941,Good Will Hunting,1,1997,8.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,$,615237,8.3,615237,53988869,$,USA
2699414,300,1,2006,7.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65000000,$,614212,7.7,614212,-1,-1,-1
3623872,S-1tch,1,2000,8.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,UKP,609206,8.3,609206,-1,-1,-1
3800171,The Termi-1tor,1,1984,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6400000,$,609118,8.1,609118,-1,-1,-1
2965250,Die Hard,1,1988,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28000000,$,600568,8.2,600568,36000000,$,USA
3382624,"Monsters, Inc.",1,2001,8.1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000000,$,595991,8.1,595991,-1,-1,-1
3103921,Gravity,1,2013,7.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100000000,$,590856,7.8,590856,-1,-1,-1
3738301,The Hangover,1,2009,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,$,589403,7.8,589403,-1,-1,-1
2981885,Donnie Darko,1,2001,8.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4500000,$,588844,8.1,588844,-1,-1,-1
3644737,Star Wars: Episode VII - The Force Awakens,1,2015,8.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,245000000,$,587972,8.2,587972,-1,-1,-1
3098733,Gone Girl,1,2014,8.1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,61000000,$,584317,8.1,584317,-1,-1,-1
3543403,Requiem for a Dream,1,2000,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,$,581833,8.4,581833,-1,-1,-1
2747573,Alien,1,1979,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11000000,$,572558,8.5,572558,40300000,$,USA
3334371,Mad Max: Fury Road,1,2015,8.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,150000000,$,572156,8.1,572156,-1,-1,-1
3102644,Gran Torino,1,2008,8.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000000,$,568690,8.2,568690,-1,-1,-1
2707715,A Clockwork Orange,1,1971,8.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2200000,$,567003,8.3,567003,17000000,$,USA
3192963,Iron Man Three,1,2013,7.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200000000,$,564640,7.2,564640,-1,-1,-1
2830792,Black Swan,1,2010,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13000000,$,557551,8,557551,-1,-1,-1
3343047,Man of Steel,1,2013,7.1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,225000000,$,557492,7.1,557492,-1,-1,-1
3838478,Toy Story 3,1,2010,8.3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000000,$,553717,8.3,553717,-1,-1,-1
3120661,Harry Potter and the Deathly Hallows: Part 2,1,2011,8.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125000000,$,551913,8.1,551913,-1,-1,-1
3638160,Spider-Man,1,2002,7.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,139000000,$,551148,7.3,551148,-1,-1,-1
3700015,The Big Lebowski,1,1998,8.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,$,545738,8.2,545738,-1,-1,-1
3579695,Scarface,1,1983,8.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,$,545561,8.3,545561,23333500,$,USA
3820072,Thor,1,2011,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150000000,$,543798,7,543798,-1,-1,-1
3286325,Le fabuleux destin d'Amélie Poulain,1,2001,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77000000,FRF,542319,8.4,542319,-1,-1,-1
3644722,Star Wars: Episode I - The Phantom Me-1ce,1,1999,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115000000,$,541189,6.5,541189,403100000,$,Worldwide
2891820,Cidade de Deus,1,2002,8.7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300000,$,540536,8.7,540536,-1,-1,-1
3612507,Silver Linings Playbook,1,2012,7.8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21000000,$,540263,7.8,540263,-1,-1,-1
2873945,Catch Me If You Can,1,2002,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000000,$,538715,8,538715,-1,-1,-1
3159663,I Am Legend,1,2007,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150000000,$,537950,7.2,537950,-1,-1,-1
2974431,District 9,1,2009,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30000000,$,537237,8,537237,-1,-1,-1
3192950,Iron Man 2,1,2010,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,200000000,$,529738,7,529738,-1,-1,-1
3492791,Pirates of the Caribbean: Dead Man's Chest,1,2006,7.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000000,$,528414,7.3,528414,-1,-1,-1
3618796,Skyfall,1,2012,7.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200000000,$,527888,7.8,527888,-1,-1,-1
3644727,Star Wars: Episode III - Revenge of the Sith,1,2005,7.6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113000000,$,526904,7.6,526904,-1,-1,-1
3928881,X: First Class,1,2011,7.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160000000,$,525135,7.8,525135,-1,-1,-1
3183614,India-1 Jones and the Last Crusade,1,1989,8.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000000,$,522773,8.3,522773,115500000,$,USA
3183614,India-1 Jones and the Last Crusade,1,1989,8.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000000,$,522773,8.3,522773,322000000,$,Worldwide
3928764,X-Men: Days of Future Past,1,2014,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,200000000,$,521572,8,521572,-1,-1,-1
